71;63;39;45;30
42;93;41;13;31
35;55;80;36;6
44;45;41;1;27
10;79;6;37;9
67;8;15;21;42
66;76;68;37;45
92;98;100;8;18
62;33;86;48;12
14;24;28;10;17
17;59;10;45;44
47;74;54;26;17
45;47;48;50;34
65;37;15;50;3
14;53;32;15;18
93;75;30;29;17
12;59;74;18;22
16;15;5;8;49
95;91;71;23;13
75;27;88;15;13
52;3;99;23;39
9;1;48;9;36
83;90;29;14;45
43;19;43;42;43
27;73;94;25;44
77;57;37;28;2
88;49;88;43;2
51;63;61;37;6
35;89;12;46;29
59;83;99;20;37
90;21;51;28;30
85;48;15;24;27
17;41;89;49;42
49;55;39;45;28
53;78;3;44;48
93;74;79;19;27
66;17;99;22;8
15;4;56;34;44
53;51;72;22;27
85;25;97;22;40
70;86;64;19;36
46;13;64;14;48
1;43;76;26;5
34;46;69;49;8
13;73;7;49;39
32;83;92;7;37
36;1;1;33;42
98;8;57;46;18
33;43;40;47;21
50;85;53;16;18
6;76;58;35;3
87;21;28;23;47
51;52;71;10;40
82;13;35;36;41
39;66;20;5;45
7;56;57;48;5
80;89;3;22;8
33;39;84;22;40
32;38;41;7;20
26;7;46;29;37
24;92;94;10;14
10;48;95;45;16
30;66;50;26;11
77;19;33;37;15
74;1;7;36;11
80;1;89;5;43
1;18;31;31;11
25;8;57;23;18
83;92;8;31;4
3;67;99;39;3
59;10;5;40;14
89;10;57;42;16
46;46;16;4;26
37;51;100;21;22
2;30;24;2;6
57;58;60;8;5
28;19;56;14;29
7;77;16;28;49
62;92;96;26;2
59;96;11;28;25
76;19;85;38;25
17;35;87;7;12
14;28;60;5;9
76;30;83;42;12
75;73;17;9;21
74;61;72;22;22
26;91;1;6;50
82;60;39;42;38
86;49;94;38;19
93;14;72;25;45
23;69;7;45;4
62;83;91;39;39
64;47;56;47;6
77;25;100;40;29
82;2;73;7;17
85;81;75;50;48
14;8;65;36;38
23;97;70;19;44
13;27;69;44;41
66;25;39;24;29
40;57;25;49;35
86;85;36;44;29
60;52;18;32;5
41;22;83;38;20
77;77;1;49;43
54;95;68;30;35
61;12;51;10;30
97;80;11;27;49
67;36;18;33;10
8;88;15;34;32
74;78;93;41;3
47;80;26;9;37
17;24;44;30;25
90;84;56;17;33
46;6;46;22;46
60;70;27;25;25
63;38;60;21;44
87;74;37;22;40
37;61;15;11;44
50;35;48;20;23
20;47;16;15;43
65;78;27;42;30
63;31;64;4;35
94;94;18;50;3
9;22;86;25;15
53;80;89;45;43
64;89;58;30;12
15;85;72;41;7
8;23;88;37;19
6;30;65;7;20
39;96;93;28;10
5;82;35;48;47
61;28;2;5;31
86;26;26;48;47
33;38;96;37;45
97;96;31;37;50
15;71;35;50;29
61;79;77;19;27
47;80;54;4;13
25;77;75;15;39
68;51;4;19;12
82;69;36;31;48
97;83;3;25;1
66;53;60;10;2
3;90;97;11;50
31;46;53;23;25
52;80;91;18;29
25;79;72;1;50
86;61;81;47;37
10;2;94;9;32
24;71;99;30;41
52;90;97;8;40
72;16;3;34;41
82;25;23;25;47
98;21;53;40;23
84;68;4;18;15
49;2;48;43;17
45;28;22;6;27
55;49;95;14;38
19;13;65;31;7
8;36;96;45;39
47;46;67;39;16
12;89;79;42;35
26;20;70;37;17
61;81;13;14;44
83;93;67;43;1
65;71;7;17;21
59;1;60;23;30
51;44;27;5;14
16;23;37;3;22
63;61;67;38;2
27;90;46;50;17
66;70;16;42;28
83;78;87;27;46
29;66;95;47;38
78;82;25;2;1
27;88;69;43;3
33;40;41;36;41
80;9;42;11;11
48;15;70;30;18
49;45;56;36;24
15;4;20;21;22
25;31;6;25;6
20;40;31;11;33
6;78;10;25;22
88;22;55;50;24
97;7;72;35;34
33;77;24;16;30
69;76;25;27;15
34;25;73;23;44
42;85;98;2;37
55;11;30;14;2
12;9;11;22;8
76;41;43;17;20
67;14;65;25;49
15;80;17;48;24
64;20;1;44;19
29;22;98;8;3
7;92;20;30;4
13;12;71;32;28
52;76;58;33;36
63;77;63;7;4
96;10;70;9;41
75;72;68;42;3
4;38;50;49;2
54;20;40;23;14
65;57;55;40;38
11;96;24;2;15
1;71;76;9;27
98;36;63;20;22
57;31;76;2;6
53;6;23;23;47
61;93;92;6;28
100;33;91;47;25
21;46;34;15;50
96;64;36;50;1
23;4;52;25;26
44;19;39;13;38
82;27;69;17;42
54;16;78;19;19
6;72;62;29;46
100;53;56;39;35
64;2;11;20;32
36;15;82;43;25
46;51;7;45;30
95;32;64;28;17
98;30;57;47;47
75;72;2;44;20
57;93;54;47;43
9;84;88;19;24
6;40;94;22;40
52;27;60;36;38
65;38;90;25;29
12;82;95;37;28
48;94;5;48;49
52;74;91;11;44
67;77;13;47;38
28;96;66;39;4
9;47;57;4;19
78;72;13;3;40
7;28;5;17;37
29;88;30;25;7
43;81;4;21;34
38;59;16;12;1
86;95;50;26;6
24;84;28;35;19
52;99;25;4;23
83;75;39;2;46
51;24;88;20;27
79;66;87;6;30
16;33;6;32;3
31;100;95;7;20
82;54;48;41;36
41;89;92;43;41
97;3;82;12;4
42;3;14;24;38
4;91;67;46;45
44;41;67;19;5
86;10;77;45;18
42;94;56;40;5
19;47;6;24;26
2;28;96;16;50
97;86;82;25;27
56;41;87;32;3
23;42;16;30;14
2;74;65;16;28
6;30;87;37;8
74;97;31;5;12
40;82;93;25;29
87;12;77;28;4
51;55;83;15;42
47;65;49;2;34
93;62;1;20;10
34;36;69;8;16
58;44;72;45;11
97;77;88;18;33
23;15;4;3;12
11;43;85;25;32
73;51;18;23;8
2;53;84;9;11
79;61;8;46;29
70;63;85;17;44
66;77;57;17;17
71;12;33;1;27
32;92;83;27;28
73;49;99;18;3
89;28;82;16;50
15;14;33;4;23
32;92;83;10;26
12;9;24;43;30
65;87;52;30;25
81;25;86;46;43
34;77;94;3;22
21;62;77;34;37
65;13;56;35;3
30;13;74;30;12
22;82;35;7;42
82;90;43;21;2
39;92;3;6;1
73;46;58;46;12
65;87;35;8;2
84;1;60;15;36
14;2;75;27;22
83;25;28;35;1
53;87;56;8;43
20;10;24;14;5
76;33;24;41;33
69;4;43;47;1
6;75;34;47;15
14;30;27;38;24
77;84;72;29;26
45;20;92;7;43
81;52;36;28;11
52;99;84;1;47
85;18;88;43;41
64;71;98;16;21
33;36;82;36;10
54;20;73;29;37
95;45;98;45;32
13;72;50;16;37
96;66;2;46;43
76;32;84;39;22
93;58;96;30;36
40;29;2;7;14
80;92;90;23;49
2;16;4;43;41
30;61;66;34;14
70;33;68;19;17
61;10;19;17;5
29;2;61;35;7
90;8;7;19;25
4;34;14;6;31
43;84;41;12;25
30;68;95;20;17
27;31;98;14;35
42;92;60;27;43
59;89;73;46;46
62;47;10;35;22
63;26;88;48;31
82;88;23;35;45
6;20;63;38;11
84;95;64;2;37
37;47;18;38;40
18;81;67;39;46
73;30;17;7;25
49;16;63;44;31
59;1;75;45;41
87;77;47;7;1
55;36;33;46;37
44;42;82;6;23
85;90;92;10;5
98;36;21;47;12
35;35;13;45;21
89;16;43;27;33
32;17;1;38;35
52;37;67;50;39
57;80;68;50;35
29;36;61;8;48
63;68;67;49;34
23;66;86;35;50
93;56;54;19;15
48;26;6;40;8
62;82;38;39;23
9;73;62;19;40
63;60;88;33;50
44;25;78;1;32
25;47;73;46;9
85;82;71;50;45
52;91;66;32;32
7;86;52;10;9
80;71;86;14;37
63;8;54;3;6
37;85;34;49;32
96;22;15;25;33
42;92;93;14;39
68;73;59;11;3
74;59;64;30;5
62;99;57;36;19
41;1;68;20;30
92;65;12;31;48
8;74;43;18;50
85;57;94;3;27
77;23;27;33;29
12;41;99;47;47
98;4;33;17;39
37;46;74;3;7
81;70;16;3;49
21;74;33;35;46
76;17;60;11;20
31;55;57;15;32
11;69;64;3;5
75;16;18;7;3
6;95;79;22;15
66;4;95;26;3
80;86;27;41;36
38;38;76;37;24
49;51;5;26;21
91;83;48;47;3
7;19;92;46;4
32;92;67;40;17
67;24;78;28;34
59;83;8;48;6
67;44;42;29;26
13;49;48;40;28
40;71;81;11;50
22;66;84;35;8
79;70;96;16;1
50;69;28;4;41
25;92;65;50;26
39;18;83;36;2
74;51;37;13;6
80;8;14;27;2
35;4;63;4;38
11;49;90;14;10
88;73;72;39;43
96;53;66;3;9
15;26;28;17;3
98;3;84;42;25
50;48;22;38;7
77;46;93;45;33
94;48;52;48;26
86;33;83;30;32
48;66;95;48;40
89;19;29;44;24
69;100;48;27;35
61;50;80;47;24
49;38;64;39;32
31;10;96;7;31
31;68;39;41;8
5;54;100;18;31
53;7;15;18;47
44;88;56;27;19
46;71;40;36;33
98;34;45;41;21
49;85;12;37;50
88;50;99;1;25
44;21;66;6;50
79;77;72;46;12
77;73;30;42;19
74;20;86;24;43
95;43;30;1;25
15;100;3;13;25
80;57;83;24;24
16;38;16;16;17
4;4;52;24;5
11;8;70;23;37
80;93;16;26;41
21;14;37;36;10
25;89;62;10;37
69;71;79;16;35
50;97;63;46;9
21;90;74;11;31
97;72;93;8;35
51;52;93;29;3
7;76;81;27;6
95;30;64;46;30
91;97;46;26;39
52;86;7;37;15
39;44;28;1;23
75;7;47;37;20
66;50;70;15;35
11;57;42;45;42
2;15;12;20;26
12;99;28;32;36
82;71;85;39;21
70;51;99;40;27
65;77;52;30;22
16;97;19;26;35
94;6;62;37;11
4;42;63;23;32
100;96;92;30;6
40;92;24;29;47
69;82;58;4;8
11;96;85;19;11
47;68;9;46;27
76;72;69;42;16
76;2;98;48;3
50;79;24;26;16
84;58;83;14;27
72;40;62;18;30
31;43;51;38;35
44;53;8;47;21
30;69;47;21;12
85;62;96;34;11
67;32;56;1;16
44;88;47;9;14
64;81;5;46;31
3;68;51;50;43
100;90;91;11;17
81;45;29;32;26
72;26;70;14;42
64;9;53;22;33
26;59;78;18;35
51;35;83;44;40
45;16;61;21;18
78;68;59;4;24
72;52;78;29;6
23;98;59;32;25
29;63;74;38;18
82;99;12;25;39
97;55;56;35;2
24;62;46;14;2
17;44;45;34;26
9;50;14;39;13
2;15;29;48;28
90;90;10;31;29
48;4;37;34;27
31;30;4;14;28
50;8;68;41;17
88;63;77;44;7
49;82;83;23;17
34;8;15;12;38
86;6;38;14;25
98;70;21;12;24
75;15;4;17;14
13;15;36;40;1
78;60;31;41;41
86;65;41;37;45
80;98;8;4;49
53;70;48;30;23
44;56;61;46;7
69;72;93;42;22
24;86;70;20;6
8;59;54;5;36
25;26;63;40;48
98;86;13;6;19
10;7;15;48;42
41;16;1;6;47
19;22;24;4;29
58;79;37;40;4
99;68;98;1;3
33;35;17;10;39
75;79;96;42;35
15;28;3;46;15
91;35;49;2;32
46;84;62;46;1
17;67;91;24;13
28;7;7;1;16
83;86;81;16;10
17;87;8;6;8
62;96;69;34;41
87;93;70;40;28
47;80;47;19;38
41;48;4;50;2
57;59;36;17;23
89;77;88;37;7
50;24;93;2;43
24;69;19;40;17
74;18;16;42;36
90;57;68;15;33
27;94;4;23;29
80;47;89;13;2
38;86;69;41;11
57;100;5;40;3
91;19;69;3;14
15;74;70;12;8
28;82;80;25;49
68;66;29;34;20
7;39;7;26;47
37;74;65;44;16
45;55;21;43;13
9;58;13;42;33
91;52;11;13;35
97;48;56;1;8
56;98;15;43;27
39;27;53;30;28
97;31;3;20;2
60;48;63;40;16
77;97;64;11;12
58;42;20;30;37
60;51;96;2;49
69;78;83;19;28
42;82;13;9;32
48;40;80;47;40
43;55;22;38;4
93;12;13;49;11
43;10;72;10;47
52;8;85;16;31
69;29;71;33;20
44;87;73;50;4
97;13;38;12;23
24;49;74;35;1
13;58;6;7;43
47;31;13;11;22
100;77;5;49;3
4;88;64;44;22
81;74;25;31;50
77;35;55;38;45
62;22;80;7;49
52;93;93;35;12
85;7;29;45;22
78;9;40;36;35
1;49;48;11;18
69;3;84;13;49
51;96;50;22;33
23;28;2;44;7
49;5;82;25;16
44;72;52;21;41
18;45;80;40;47
19;29;57;19;13
34;11;50;44;11
85;34;40;37;25
44;92;85;22;15
22;58;43;9;4
74;39;79;3;21
42;10;75;33;3
65;29;31;40;26
6;49;38;4;27
36;42;48;39;39
74;58;84;22;21
88;36;95;19;30
48;74;100;38;37
85;12;46;26;6
96;69;17;44;10
14;28;51;43;27
34;46;25;27;50
48;35;100;24;20
48;33;71;49;28
37;24;31;38;31
63;52;30;2;34
91;23;75;46;29
29;71;71;35;44
50;95;47;17;42
7;59;82;12;10
21;73;50;42;33
43;3;31;25;5
44;71;12;32;37
34;17;14;8;45
53;83;99;19;39
69;30;75;28;45
88;79;70;10;16
17;34;24;5;20
41;1;41;36;38
96;28;38;26;5
100;25;100;7;18
43;89;50;30;47
70;66;92;11;42
38;33;35;11;50
14;41;20;29;39
22;90;59;13;29
34;42;56;40;13
51;65;80;46;15
75;29;33;23;42
87;44;42;50;17
55;23;64;14;10
35;3;64;14;21
15;6;4;42;33
50;1;99;19;6
8;66;9;47;19
72;48;68;13;41
63;93;84;45;2
49;56;12;34;29
23;98;68;38;22
49;46;48;35;30
95;48;78;16;17
66;2;81;45;14
73;76;8;20;28
16;52;15;22;39
97;42;8;38;24
53;42;88;15;42
50;14;37;49;7
58;79;7;16;48
13;9;85;8;40
32;15;5;27;4
21;35;81;42;41
39;97;88;31;39
94;8;71;31;46
2;64;1;29;41
58;34;12;50;4
90;3;68;24;1
39;95;89;41;39
38;80;54;20;48
11;60;75;38;44
52;24;38;50;48
14;19;32;19;45
85;51;93;23;6
52;84;49;10;1
59;31;23;8;8
93;56;8;4;26
31;56;17;44;22
23;23;100;23;36
99;91;66;28;34
1;64;93;33;8
59;6;38;32;24
70;98;15;10;35
94;29;82;7;5
86;27;61;28;32
89;92;64;40;27
88;68;59;28;42
92;96;51;50;4
5;81;92;15;42
26;12;94;6;20
65;89;48;32;27
37;10;27;30;31
74;75;93;4;46
39;96;10;46;7
25;63;56;17;30
8;7;80;18;1
73;50;36;39;28
21;100;77;24;26
33;39;76;26;45
6;12;31;4;2
54;33;64;30;26
93;49;38;34;23
60;83;98;9;13
5;47;85;28;33
92;54;53;12;45
86;95;45;17;11
99;81;73;6;20
15;1;33;9;7
84;13;86;13;34
24;4;29;35;50
54;71;76;18;39
78;14;2;5;28
20;49;89;40;9
31;18;70;24;10
7;44;28;40;8
92;23;66;5;23
39;47;34;23;3
3;68;65;16;20
2;56;69;5;11
46;98;52;35;26
67;40;46;4;25
25;99;99;35;42
49;96;82;19;17
10;36;49;34;29
86;53;21;22;6
27;77;35;34;38
68;62;53;2;12
79;69;33;11;35
61;30;38;22;24
17;44;92;12;4
87;79;43;11;38
10;95;18;47;27
91;63;65;33;35
65;99;29;44;2
79;42;51;26;13
64;84;71;30;1
89;93;19;44;14
46;40;48;13;47
15;98;16;17;1
90;27;29;8;42
96;48;37;24;37
36;37;92;38;17
46;64;60;30;2
31;7;35;12;7
13;2;72;13;47
42;15;64;18;48
97;8;59;47;45
54;53;78;47;2
18;75;44;6;5
14;53;47;12;36
94;60;38;48;32
54;9;34;26;2
42;70;2;14;43
45;52;10;32;35
4;59;63;9;50
47;90;34;23;25
89;31;41;9;7
31;21;77;49;11
96;21;56;19;42
39;31;66;17;50
8;28;67;41;9
60;83;65;11;15
14;86;53;42;30
55;14;43;40;3
40;51;95;41;47
74;36;98;38;25
90;17;2;22;27
13;23;16;7;43
48;19;63;20;18
49;23;70;35;5
87;98;8;8;12
65;1;71;16;2
83;57;10;16;23
65;96;15;5;42
67;14;76;27;41
41;65;65;3;2
6;88;33;30;46
31;58;31;27;28
7;76;56;25;44
28;81;12;18;21
27;29;90;45;4
68;77;30;36;23
56;74;62;19;37
67;39;8;43;13
81;67;67;30;16
36;3;59;36;11
83;1;97;8;32
28;98;54;13;40
63;32;91;25;38
14;45;83;18;24
79;5;94;23;11
29;13;100;16;7
58;58;26;43;41
92;8;76;26;34
39;3;5;37;14
94;75;18;20;16
44;33;6;29;14
24;92;38;8;30
76;38;68;20;20
52;18;69;47;1
8;60;61;8;37
17;15;20;7;27
78;82;50;8;42
18;88;12;11;44
68;92;40;33;11
79;74;71;29;28
20;26;4;34;20
56;37;4;33;47
83;39;64;16;34
59;100;41;25;40
28;91;54;5;43
92;88;40;50;14
30;69;51;40;50
41;15;85;45;21
59;51;85;32;42
4;85;67;5;33
80;28;2;10;49
23;19;96;32;43
75;86;1;4;39
46;24;3;6;15
26;91;44;4;3
35;43;77;34;4
57;60;93;42;6
54;66;42;14;24
48;64;77;4;27
6;2;30;8;11
1;42;73;28;6
62;12;14;11;41
91;5;52;31;41
16;45;67;34;11
70;10;7;45;9
86;20;58;3;24
31;69;51;6;15
4;4;93;45;10
70;69;50;3;32
30;11;75;13;6
8;6;78;21;30
67;84;82;10;16
33;12;29;17;26
19;15;25;23;20
87;46;58;29;39
47;89;2;13;40
3;57;53;13;18
88;54;18;7;12
43;26;95;41;25
20;9;91;50;47
62;54;70;43;24
27;32;12;22;13
71;71;84;23;32
3;36;94;13;8
98;78;51;38;11
37;67;69;38;26
97;84;12;13;8
98;53;49;33;31
53;70;44;18;16
50;20;55;13;6
44;20;47;46;37
79;23;27;30;26
17;70;51;47;19
32;6;98;22;42
8;44;68;4;44
82;37;66;46;35
13;18;63;47;19
59;88;92;48;41
27;26;88;41;9
5;30;13;46;17
44;69;60;16;12
73;35;5;36;20
65;43;42;24;27
97;83;87;24;20
99;46;100;36;39
61;47;6;22;38
87;33;93;45;1
5;81;47;9;28
51;6;82;31;22
45;74;79;26;3
92;57;50;10;6
9;12;82;18;34
82;77;87;46;34
55;98;34;29;24
98;53;89;48;48
18;23;44;22;3
83;17;69;33;13
2;67;43;44;48
4;39;82;6;30
90;28;8;3;27
5;78;61;49;34
22;89;43;10;36
91;35;13;49;27
45;89;25;26;42
97;82;9;48;34
66;69;50;6;30
57;27;81;37;18
47;36;70;39;34
44;33;41;46;6
95;53;100;22;37
5;6;21;21;16
76;26;3;12;17
50;5;54;1;50
17;28;73;43;36
10;77;94;37;34
56;67;85;48;12
81;2;55;26;10
62;20;16;20;41
90;55;37;22;24
59;29;23;4;48
25;81;61;31;37
39;55;99;20;37
13;63;47;2;13
19;13;93;13;13
51;97;9;39;49
39;68;61;36;37
72;46;8;28;48
22;9;90;28;7
15;100;55;38;12
70;38;1;37;47
14;88;33;22;36
63;39;5;29;29
4;52;53;28;22
42;5;21;16;49
65;60;20;25;11
29;15;76;22;9
7;63;90;37;42
47;38;97;47;27
45;59;98;42;5
87;68;58;10;4
51;83;50;27;38
34;67;70;30;33
87;41;18;12;49
76;44;37;50;30
75;88;54;19;18
70;35;10;40;29
44;31;74;50;3
93;55;92;37;3
76;78;13;49;19
50;57;13;29;24
94;17;56;42;9
21;88;100;1;5
75;39;1;44;3
25;5;97;8;48
93;62;56;23;48
83;46;28;24;3
50;83;71;35;4
92;76;35;30;9
61;100;53;21;23
82;3;100;39;7
31;68;7;4;15
87;15;56;33;28
15;83;40;7;20
1;99;81;28;22
69;59;95;22;34
21;26;35;21;31
49;50;23;39;22
18;6;10;47;17
72;21;31;4;10
43;80;13;42;37
61;58;78;29;49
90;94;14;29;9
93;17;17;23;36
20;16;36;24;34
